typ;name;aadr;eadr;sadr;dir;file;md5;doublette
C;HEADERWRITE1.0;0100;05DE;0100;z1013/Sammlung IGD/igd17a MC 6;C.HEADERWRITE 1.0.z80;420ef8fd6d7f33ac9e8351fd63854167;N
C;HEADERPRINT22VL;0100;02DE;0100;z1013/Sammlung IGD/igd06b MC 1;C.HEADERPRINT 22VL.z80;385f5799ea5aa02945d11fd026113439;N
C;GRAPHIK-MACHINE;0100;3B20;0103;z1013/Sammlung IGD/igd15b MC 4;C.GRAPHIK-MACHINE.z80;ac1fa6affd6e3b53af4704f4cdf5f1c6;N
s;JO4;4000;4448;7FFF;z1013/a_ziermann/nu/joyinit;s.JO4.z80;344d83a7256c8ae47f432ee990dbd2cf;N
C;JUMPINGJACKV2;01F0;0DA8;01F0;z1013/Sammlung IGD/igd15b MC 4;C.JUMPING JACK V2.z80;5370c1abd390c69767fb7bc2e0c7167e;N
C;AC1-TapeV.7;0100;05AF;0100;z1013/Sammlung IGD/igd11a MC 3;C.AC 1-Tape V.7.z80;8a5c08103f0e151c00fe48102179dcf8;N
s;PHARAO3.6;4000;806F;9FFF;z1013/a_ziermann/unsorted3;s.PHARAO 3.6.z80;6fc31cc5179a2fe5e00783dd754129d8;N
C;MWORD+ASM.ALPHA;0100;4455;3000;z1013/Tagungskassetten/Tagungskassette Leipzig Nachtagung Nov. 1989/a;C.MWORD+ASM.ALPHA.z80;489fe5f8cbb9c0945b7f371cfec09968;N
C;SCHACHZ1013/SC2;0100;39FF;0100;z1013/Sammlung IGD/igd01a Games;C.SCHACH Z1013_SC2.z80;7d27fa05640062500a2edbe91655b122;N
B;EAST30/6;2BC0;4B49;0000;z1013/a_ziermann/lang/basic/east;B.EAST30_6.z80;6bf9bbfd7fa6bc9cd9407ffca1993373;N
C;AUTO/LABY(900)+J;0100;14B0;0800;z1013/a_ziermann/games/joy;C.AUTO_LABY(900)+J.z80;496eb7a4df4cf1ce5bcfaa6e29a44a06;N
I;HCopyFT;1800;283C;0000;z1013/Sammlung IGD/igd13b Text 2;I.HCopy FT.z80;74d43f163ea60263b76ed9945ae5ab84;N
C;RTTY;1000;1500;0000;z1013/a_ziermann/nu;C.RTTY.z80;a4841e50066c196d164d191f0125f591;N
I;SCP-2RF2.1;3000;3CF1;0000;z1013/Sammlung IGD/igd20a Text;I.SCP-2RF 2.1.z80;8f15a02c3ef432f6e88c028b5ae10d52;N
C;HUNDI;8AAC;A6CF;8AAC;z1013/Sammlung IGD/igd09a MC;C.HUNDI.z80;dec781845a6448e9828e9d93cb986c7f;N
T;EPROM-HA.T;1C00;28ED;1C00;z1013/a_ziermann/unsorted2/unsorted/schuett;T.EPROM-HA.T.z80;0b964cda41b6b15e3597c7ecfe0e954a;N
b;CAVE1;1000;2241;0000;z1013/Sammlung IGD/igd03b TINY 1;b.CAVE 1.z80;69b36f251c084006ab7794d2ce8fbf69;N
C;Rubic'sCubes;0200;220F;0200;z1013/Sammlung IGD/igd19b MC 7;C.Rubic's Cubes.z80;e9df98c1e98fabbde599fdfd3977b19c;N
B;ZINSEN;2BC0;2D9A;0302;z1013/Sammlung IGD/igd22a KC-BASIC+ 4;B.ZINSEN.z80;0870571a9a893778468a9c2d5f69a2b0;N
 ;TP.COM;0100;3F7F;0063;z1013/Sammlung IGD/igd18b CPM 2;_.TP.COM.z80;0ded0b1b66021232caa62938f83c5568;N
B;PARAVIA;2BC0;58B8;0300;z1013/a_ziermann/games;B.PARAVIA.z80;7c42ae4677aa2f177b0e548c2f1e9afc;N
C;DISASSEMBLERRB;3300;3FFF;3300;z1013/Sammlung IGD/igd06a MC 1;C.DISASSEMBLER RB.z80;b9ff97024c4bd0091088fb5ba8412c49;N
I;SUPER-SKI;1800;1ECF;0000;z1013/Tagungskassetten/Tagungskassette Leipzig Nachtagung Nov. 1989/b;I.SUPER-SKI.z80;81f1c6d3e384ccd7a764a3fda5fc87c1;N
B;DICKWANST;2BC0;3F53;0302;z1013/Sammlung IGD/igd22a KC-BASIC+ 4;B.DICKWANST.z80;4c742ac4314630dbab658b63748a79c3;N
C;SCP_Z101.PRG;C800;E3FF;DE00;z1013/a_ziermann/unsorted2/unsorted/lachetta;C.SCP_Z101.PRG.z80;b8c26c783fe8923a7a6e3c87f6b42e29;N
b;BLUMENWIESE1;1000;17F2;0000;z1013/Sammlung IGD/igd03b TINY 1;b.BLUMENWIESE 1.z80;6f4d907a95bb4839796778bf8db17b1a;N
I;ASM.COMDOC6A;3000;9E75;0000;z1013/Sammlung IGD/igd30a Text 6;I.ASM.COM DOC6A.z80;7caba4d297f0d3d350145126bc0a5807;N
C;KINO;0100;0540;0100;z1013/a_ziermann/sonst;C.KINO.z80;5339506b981605bd2d79974140289969;N
C;UMW.3K->HCROM;7D00;7EFF;7D00;z1013/Sammlung IGD/igd23a MC 8;C.UMW.3K-_HC ROM.z80;8a31284d8998466cec3cc17847e57583;N
B;TRAFO;2BC0;4043;0300;z1013/Sammlung IGD/igd08b KC-Basic+ 2;B.TRAFO.z80;a92b0c5444137462e8fe9ac333c7c629;N
B;OEL;2BC0;7480;0302;z1013/Sammlung IGD/igd12a KC-Basic+ 3;B.OEL.z80;747cfa5d6df26ab426746f93137753a1;N
B;OEL;2BC0;7480;0302;z1013/Tagungskassetten/Tagungskassette Jena 1991/a;B.OEL.z80;747cfa5d6df26ab426746f93137753a1;J
C;SUPERDAME;0100;4000;0103;z1013/a_ziermann/games;C.SUPER DAME.z80;bf8cf87c67eb2ae325cf1dc85ffdc713;N
B;SINTERKL.B;2BC0;3545;0000;z1013/a_ziermann/unsorted2/unsorted/lachetta;B.SINTERKL.B.z80;9b96a3eea0d1dfab066cf3d17153dd3b;N
B;HELEN;2BC0;42AD;0000;z1013/Tagungskassetten/m0191 Softwarebörse 1987/a;B.HELEN.z80;eb1b49dd4f81ee72a2581a0a84846f84;N
C;AUTOGRAFAK1.0;0100;0E00;0100;z1013/Sammlung IGD/igd06a MC 1;C.AUTOGRAF AK 1.0.z80;35602899a12b53b6c393ad57843a6b7e;N
C;ASCII-FRAKTALE;0100;170B;0100;z1013/Sammlung IGD/igd19b MC 7;C.ASCII-FRAKTALE.z80;04f0c8e8bfd02c49081f43e45b68ff1b;N
C;MICRO-BASIC85;0200;28FF;022D;z1013/Sammlung IGD/igd16a MC 5;C.MICRO-BASIC 85.z80;c5abd96fa9d48d907c569766c4ee7bce;N
T;C-R&BTEIL1;3000;CA81;0000;z1013/Sammlung IGD/igd10b Text 1;T.C-R&B TEIL 1.z80;5865c79074311a6424d02dbc1a54ffa8;N
T;C-R&BTEIL1;3000;CA81;0000;z1013/Sammlung IGD/igd11b MC 3;T.C-R&B TEIL 1.z80;5865c79074311a6424d02dbc1a54ffa8;J
C;PYRAMIDE;1000;1B50;1000;z1013/Sammlung IGD/igd01b Games;C.PYRAMIDE.z80;371cba44d46d3a037ea9c4098181c640;N
C;ZUMON;DB00;EBFF;DE00;z1013/Sammlung IGD/igd28b MC 9;C.ZUMON.z80;eb36aa34c0f019d8cc794e71bd948f5b;N
T;EDAS.DOK;3000;3E5D;0000;z1013/Sammlung IGD/igd10a Text 1;T.EDAS.DOK.z80;a9db20635777863146f383ea249cf447;N
C;HEX-ASCII-DUMP/U;36F0;3FFF;36F0;z1013/a_ziermann/lang;C.HEX-ASCII-DUMP_U.z80;9850274aa2801aac560f77a56c8b73bc;N
C;DATEX;0100;0F20;0100;z1013/Sammlung IGD/igd09b MC;C.DATEX.z80;2dd38c2094597cd39ef58bea09818583;N
T;allg.AngebotJM;1800;32A4;0000;z1013/Tagungskassetten/Tagungskassette Jena 1991/b;T.allg. Angebot JM.z80;881ed9c9ee1b9863ee9bf48d2ff83541;N
C;APFELMAENCHEN;0100;3FFF;0302;z1013/Sammlung IGD/igd28b MC 9;C.APFELMAENCHEN.z80;e4cdf0d02e2660c1dc86d4be07ceba9e;N
G;Z1013.SCR;2600;29C0;0000;z1013/a_ziermann/doc;G.Z1013.SCR.z80;9001031a486ee90457fc1b55448db347;N
B;GALTON-B.B;2BC0;300A;0000;z1013/a_ziermann/unsorted2/unsorted/schuett;B.GALTON-B.B.z80;e1b041d05cf87f948c3dd28544dbb3cc;N
B;GALTON;2BC0;303F;2BC0;z1013/Sammlung IGD/igd12b KC-Basic+ 3;B.GALTON.z80;17eda09ab22cddba819b1e3973c3e068;N
T;DRUCK-TASTS3004;1C00;5C26;1C00;z1013/Tagungskassetten/Tagungskassette Leipzig Nachtagung Nov. 1989/b;T.DRUCK-TAST S3004.z80;24a41d3772d5a59f414cdbfa67d7d118;N
C;UNI-COPY4.2+;D000;DFFF;D000;z1013/Tagungskassetten/Tagungskassette Leipzig Nachtagung Nov. 1989/b;C.UNI-COPY 4.2+.z80;e9281f043ba0db1a4b44f96d45394bd2;N
 ;TPDRUCK.OVR;0100;1EFF;0030;z1013/Sammlung IGD/igd18b CPM 2;_.TPDRUCK.OVR.z80;76003ac76d2a3f4addfd0f23cef11b17;N
C;R-80DISK2.66;4000;5BCC;4000;z1013/Sammlung IGD/igd17a MC 6;C.R-80 DISK 2.66.z80;9dacc6ea0fe5fa4a9e65a20a391c36aa;N
T;EPROM-PR.T;1C00;9371;0000;z1013/a_ziermann/unsorted2/unsorted/schuett;T.EPROM-PR.T.z80;91e8e3f64d0f47d194f7417e5278f09e;N
C;HEX-ASCII-DUMP/U;36F0;3FFF;36F0;z1013/Tagungskassetten/Tagungskassette Leipzig Mai 1989/a;C.HEX-ASCII-DUMP_U.z80;114b33e060c962d25b0fbdddb3d5ae56;N
P;PASCAL-TEACH;4AA3;7129;0000;z1013/a_ziermann/lang/pascal;P.PASCAL-TEACH.z80;88b4e20a5faa832cfdfb0e3735c560b6;N
B;SCHATZ;2BC0;3AA4;0302;z1013/a_ziermann/games;B.SCHATZ.z80;7783d157a328628559bbec42cdba5f92;N
C;LAST_CHA.C;0100;1B00;0106;z1013/a_ziermann/unsorted2/play;C.LAST_CHA.C.z80;0d617aec59ac579cb9144d13be66b7c7;N
C;SPRACHWUERFEL;0100;7E20;0103;z1013/Sammlung IGD/igd07a MC 2;C.SPRACHWUERFEL.z80;ee1efc9297e15c1abb54f29d835e7114;N
C;MINEN.C;0100;0EFF;0100;z1013/a_ziermann/unsorted2/play;C.MINEN.C.z80;a6e45b70fbbcaf6f5a0a7c4159f65825;N
T;FKT-TASTENBELEG.;9000;9616;0000;z1013/Sammlung IGD/igd20a Text;T.FKT-TASTENBELEG..z80;267e779492630f5c156a0a16b734b51f;N
C;Talk-MasterV2.0;01B0;0290;01B0;z1013/Sammlung IGD/igd28b MC 9;C.Talk-Master V2.0.z80;e824bb856b5a80bb8f51725b694f35ee;N
M;DISASS1.COM;0100;14FF;0100;z1013/Sammlung IGD/igd27a CPM 5;M.DISASS1.COM.z80;76eb926c113d6fa79bb40591553c613c;N
C;BASIC3,75KV4.0;0100;0FFF;0100;z1013/Sammlung IGD/igd07b MC 2;C.BASIC 3,75K V4.0.z80;ef9b42e2af5514444091a53407ddb2ca;N
T;ESCAPE-FOLGEN2;1800;1C93;0000;z1013/Sammlung IGD/igd20b Text;T.ESCAPE-FOLGEN 2.z80;eb7a13f9c0a81a318a4acbe62a8c84e6;N
C;HEADER-SAVE;E800;EBFF;EBEE;z1013/Sammlung IGD/igd07b MC 2;C.HEADER-SAVE.z80;5cbcd038d057100ee60abe9149b236d4;N
C;HEADERSAVE5.95;E800;EBFF;EBEE;z1013/Tagungskassetten/Tagungskassette Jena 1991/a;C.HEADERSAVE 5.95 (headersave 5.95t).z80;5cbcd038d057100ee60abe9149b236d4;J
C;GHOST-HUT+Joyst.;0100;0A8F;0100;z1013/a_ziermann/games/joy;C.GHOST-HUT+Joyst..z80;b12d32896d9dcfaff71d095d672eb08a;N
b;*STREICHHOLZ*1;1000;16E4;0000;z1013/Sammlung IGD/igd03b TINY 1;b.STREICHHOLZ1.z80;5242b1902360acea36ec0f4aa842d96e;N
I;PICTURE;1800;2697;0000;z1013/Sammlung IGD/igd20b Text;I.PICTURE.z80;b17540103edc07388ce32b2e21d4535d;N
C;FILE-TEXT;0200;0590;0200;z1013/Sammlung IGD/igd28b MC 9;C.FILE-TEXT.z80;0da4ec7f99002d6d918446864ad73e6e;N
C;BASICODE.MOD;A000;DFFF;A000;z1013/Sammlung IGD/igd28a MC 9;C.BASICODE.MOD.z80;af72cb92a2b5d270ac975c4595389ca5;N
B;PONG2;2BC0;3C7F;0000;z1013/Sammlung IGD/igd12a KC-Basic+ 3;B.PONG2.z80;14c545044d1fff24716a25630afb652f;N
C;KC-TAPE.C;C000;C3BF;C000;z1013/a_ziermann/unsorted2/use;C.KC-TAPE.C.z80;ea6d501b6a430545470bcfdf10f7dad1;N
E;MON2.029K7669;1000;1FFF;F000;z1013/Tagungskassetten/Tagungskassette Jena 1991/a;E.MON 2.029 K7669.z80;9ccc9ce8740187cf81eb657f372ba91a;N
S;FREQ1.A;3000;310D;0000;z1013/a_ziermann/unsorted2/tools;S.FREQ1.A.z80;ff88aa6054b2e558d560b9b41eea4b5f;N
C;ASMKC85/1:1800;1000;3700;1000;z1013/Sammlung IGD/igd09a MC;C.ASM KC85_1 _1800.z80;aa7d0159f31b87df7ad36c530db6aefb;N
C;MAUER+Joystick;0100;1400;0100;z1013/a_ziermann/games/joy;C.MAUER+Joystick.z80;a3493a1c002f56abca98871f03f7f168;N
B;PRIMZAHLEN;2BC0;3063;0302;z1013/Sammlung IGD/igd22a KC-BASIC+ 4;B.PRIMZAHLEN.z80;7594128beeb64c2b89da64cd6dc6e8c1;N
C;HEADERWRITECRC;0100;05F3;0100;z1013/Sammlung IGD/igd23b MC 8;C.HEADERWRITE CRC.z80;97161302b8a1e6d2e5ece9519b80e8b9;N
C;PILOT;0100;51A0;0100;z1013/a_ziermann/games;C.PILOT.z80;eb6198d259a7273780621444b99008f7;N
C;ED-AS(J2000);1000;3FFF;1000;z1013/Sammlung IGD/igd23b MC 8;C.ED-AS (J2000).z80;d90d453a159bf1768723ca1c31a8b674;N
C;MikroWORDS3004;0100;18FF;0100;z1013/Sammlung IGD/igd11b MC 3;C.MikroWORD S3004.z80;65bf1dce549b5d68c794d253f027b1c7;N
C;MikroWORDS3004;0100;18FF;0100;z1013/Tagungskassetten/Tagungskassette Leipzig Nachtagung Nov. 1989/a;C.MikroWORD S3004.z80;65bf1dce549b5d68c794d253f027b1c7;J
B;EHE;2BC0;3716;0000;z1013/Sammlung IGD/igd08b KC-Basic+ 2;B.EHE.z80;7c7f69e612e892adf6cc1ab23a02eb82;N
I;ASM.COMDOC10;1800;A55D;0000;z1013/Sammlung IGD/igd30b Text 6;I.ASM.COM DOC10.z80;c0dba7e99ebe356280ef5a3d5e0603f8;N
 ;MPD.COM;0100;0FFF;0015;z1013/Sammlung IGD/igd18a CPM 2;_.MPD.COM.z80;288ede7fc31dff6be4725e2f78facce0;N
C;VOICE-DEMO;0100;7FFF;0100;z1013/Sammlung IGD/igd01a Games;C.VOICE-DEMO.z80;8cf177444f737d0a2d9693fa0f1ed877;N
C;GLKWUNSCHKARTE;0100;35B6;0100;z1013/Sammlung IGD/igd23a MC 8;C.GLKWUNSCHKARTE.z80;ffe1ce4af268bd662e635e315d887be3;N
T;HIS_GENS.I;2001;2A65;0000;z1013/a_ziermann/unsorted2/info;T.HIS_GENS.I.z80;76f1bbf8077168e680d8162f00874e0d;N
C;LADDER;0100;6EFF;0100;z1013/Sammlung IGD/igd11b MC 3;C.LADDER.z80;8a60093e721ec3bc8a61993a19e1b8ba;N
C;LADDER;0100;6EFF;0100;z1013/Tagungskassetten/Tagungskassette Leipzig Nachtagung Nov. 1989/a;C.LADDER.z80;8a60093e721ec3bc8a61993a19e1b8ba;J
M;BIOS-2+13.3;CE00;DBFF;DE00;z1013/Sammlung IGD/igd09a MC;M.BIOS-2+1 3.3.z80;81f5d7547f502fab2b369676bf589931;N
C;MicroWORD1.520U;0100;72FF;0100;z1013/a_ziermann/sonst;C.MicroWORD 1.520U.z80;c6ab8549b90c420d0249460e02ecf4c6;N
C;MicroWORD1.520O;0100;72FF;0100;z1013/Sammlung IGD/igd17a MC 6;C.MicroWORD 1.520O.z80;c6ab8549b90c420d0249460e02ecf4c6;J
C;LABYRINTH1;0100;3FFF;0645;z1013/a_ziermann/games;C.LABYRINTH 1.z80;2f5a198437b1c0d58f7ac419591043e0;N
B;CASINO;2BC0;3BD7;0000;z1013/Sammlung IGD/igd05a KC-Basic+ 1;B.CASINO.z80;a266823938d137fe092ce2bf6ab46e80;N
C;CAG-BASIC10K;0100;2A00;0100;z1013/Sammlung IGD/igd28a MC 9;C.CAG-BASIC 10K.z80;22740be9852c603e8396b876c64261dd;N
b;SKEETRER;1000;1A04;0000;z1013/Sammlung IGD/igd04a TINY 2;b.SKEET RER.z80;b30f4781d7fcbac7f4d9663e90b91369;N
B;EGW;2BC0;3E36;0000;z1013/a_ziermann/games;B.EGW.z80;8fa29ec51db5875792bff3a01a4e8c2d;N
C;MINEFILD;0100;1000;0100;z1013/a_ziermann/games;C.MINEFILD.z80;1ceef42ab72d1c9241569ecc21953075;N
C;GZEV.16KMB-EQU;2F00;3FFF;2F00;z1013/Sammlung IGD/igd09a MC;C.GZE V.16K MB-EQU.z80;98fd1a66426392e7a828eedf0f6febb3;N
C;MAZOGdt.+Joyst.;03E4;1FFF;0400;z1013/a_ziermann/games/joy;C.MAZOG dt.+Joyst..z80;a230c9840d6202ff44366d1941b76b39;N
 ;INIT180.COM;0100;047F;0004;z1013/Sammlung IGD/igd27a CPM 5;_.INIT180.COM.z80;f18a3b683d748a5c918b084f807bc9ad;N
C;FUSSGAENGER;0100;2B50;0103;z1013/Sammlung IGD/igd17a MC 6;C.FUSSGAENGER.z80;08848ea181c8477b3bb34b0bb77c33c4;N
B;R+HANOI;2BC0;36BA;0000;z1013/Sammlung IGD/igd05b KC-Basic+ 1;B.R+HANOI.z80;5e72e7a33988d3a3d81a4f244e607f5b;N
C;Zeicheneditor/32;0100;032F;0100;z1013/Sammlung IGD/igd23b MC 8;C.Zeicheneditor_32.z80;69618a854d55d2bbb1bb7cf749918570;N
b;WURM1;1000;22E3;0000;z1013/Sammlung IGD/igd03a TINY 1;b.WURM 1.z80;41fe75d62837a193cfbebff14345e8e1;N
T;ZSID.DOC;0100;1B7F;0027;z1013/Sammlung IGD/igd18b CPM 2;T.ZSID.DOC.z80;304b439ac51868aeb450a6e17989644f;N
M;ZSID.DOC;0100;1B7F;0000;z1013/Sammlung IGD/igd21b CPM 3;M.ZSID.DOC.z80;304b439ac51868aeb450a6e17989644f;J
Q;SYS10.DQC;0100;09FF;0009;z1013/Sammlung IGD/igd02b CPM 1;Q.SYS10.DQC.z80;117fb80f630cf70a046cf145fded91f2;N
D;TAPECOPY.COM;0100;07FF;0000;z1013/Sammlung IGD/igd19a MC 7;D.TAPECOPY.COM.z80;8f32216d7bccf0eb5423162f9fe19633;N
C;SCP-2+13.3;C800;EBFF;DE00;z1013/Sammlung IGD/igd09a MC;C.SCP-2+1 3.3.z80;f0e29ca9175389a3acdbb4e482d53673;N
T;HEADER-B.I;4801;4AF6;0000;z1013/a_ziermann/unsorted2/info;T.HEADER-B.I.z80;9dcc60ab9ce55c19aae4f5160fe3f35d;N
C;HEARTRUNNER/BRO;0100;07FF;0100;z1013/a_ziermann/games;C.HEARTRUNNER_ BRO.z80;99daeebc5b5f4decdab1e64fbe345ddb;N
D;IIC_EMR.BIN;A000;B000;0000;z1013/a_ziermann/unsorted2/Lost&found;D.IIC_EMR.BIN.z80;ac99c8e40f13db1162e562cb2606cc63;N
I;BASICODE-INFO;3000;3CB8;1C00;z1013/Sammlung IGD/igd10a Text 1;I.BASICODE-INFO.z80;1006837d5ea151bebde1265befe64a35;N
C;BILD-MicroWORD6;0100;04FF;04C0;z1013/Sammlung IGD/igd06a MC 1;C.BILD-MicroWORD 6.z80;d955e754cb37df1371fe9f1f6d7fdfa6;N
C;BILD-MicroWORD6;0100;04FF;04C0;z1013/Sammlung IGD/igd17a MC 6;C.BILD-MicroWORD 6.z80;d955e754cb37df1371fe9f1f6d7fdfa6;J
M;GERAETETREIBER;0100;16FF;0928;z1013/Sammlung IGD/igd07a MC 2;M.GERAETETREIBER.z80;460ade3d9d5376f2d06521f5fdc1061b;N
P;FEHLBERG;4823;6164;0000;z1013/a_ziermann/unsorted3;P.FEHLBERG.z80;873adc503fe968f0ffaf49d34abac79f;N
b;GOLDREGEN1;1000;1CE5;0000;z1013/Sammlung IGD/igd03a TINY 1;b.GOLDREGEN 1.z80;ebc3313334e4357fc3cbccc92c781f11;N
T;FDC-PLATTE;1800;35AA;0000;z1013/Sammlung IGD/igd26b Text 5;T.FDC-PLATTE.z80;cf88d29e87a7e029f6a7f84000ee5b11;N
B;MAIN-KC-IF;2BC0;2E8E;0000;z1013/Sammlung IGD/igd22b KC-BASIC+ 4;B.MAIN-KC-IF.z80;e17d52fd56e108b385c9a4cb7ba024d7;N
B;BSC-CBM.B;2BC0;33F1;0000;z1013/a_ziermann/unsorted2/unsorted/lachetta;B.BSC-CBM.B.z80;57d110e6e7572a409eb16b20cda7616b;N
C;DISASS./D2-PLUS;D200;DFFF;D200;z1013/Sammlung IGD/igd16a MC 5;C.DISASS._D2-PLUS.z80;e3e36f65825ac08c8e0fbd34c4ae271e;N
I;EPROM-HANDLER2.9;0800;15B0;0000;z1013/Tagungskassetten/Tagungskassette Leipzig Nachtagung Nov. 1989/b;I.EPROM-HANDLER2.9.z80;1e8b4f8f41a8e1ce21d6ed56637c6a0c;N
B;ABLEI;2BC0;3EC0;0000;z1013/a_ziermann/lang/basic;B.ABLEI.z80;31ae79c32bc11148c91d55caeac920c4;N
B;ENTERPRISE;2BC0;5F4F;0000;z1013/a_ziermann/games;B.ENTERPRISE.z80;97443fa1b55fcfcb3b59c47ac3812bf1;N
 ;ZG1GDC.FON;0100;20FF;0032;z1013/Sammlung IGD/igd27a CPM 5;_.ZG1GDC.FON.z80;d50d24c880a6f6d05f04417622cf88bb;N
B;SNAKE;2BC0;3B9A;0000;z1013/a_ziermann/unsorted3;B.SNAKE.z80;691ffd12a8e3b6f71e9899c44723652c;N
C;LABYRINTH2;0100;3FFF;0100;z1013/Tagungskassetten/Tagungskassette Leipzig Mai 1989/a;C.LABYRINTH 2.z80;00e2ef2940ff362f72a2824c801ca4a5;N
I;KC-ROM-BASIC+1.0;3000;38CE;0000;z1013/Sammlung IGD/igd10a Text 1;I.KC-ROM-BASIC+1.0.z80;27290a3fb65459008808f867d893ec58;N
C;MAZOGS2.8;0400;1FFF;0400;z1013/Sammlung IGD/igd01a Games;C.MAZOGS 2.8.z80;55e453c1a77003d4bfdb1f20284452c0;N
C;MAZOGS;0400;1FFF;0400;z1013/Sammlung IGD/igd07b MC 2;C.MAZOGS.z80;55e453c1a77003d4bfdb1f20284452c0;J
I;TEDIT9.0;3000;6C87;0000;z1013/Sammlung IGD/igd26a Text 5;I.TEDIT 9.0.z80;046d69e44290bef32597efd4a159005d;N
C;SPEKTRUMS/L;3CD0;3FFF;3CD0;z1013/a_ziermann/unsorted3;C.SPEKTRUM S_L.z80;68a6fc3c11308f7078e193ddfe8e7126;N
I;CYRUSV.1/dt;3000;4380;0000;z1013/a_ziermann/unsorted3;I.CYRUS V.1_dt.z80;dca02053714033f01cde7deca000083c;N
M;FORT06.DAT;0100;017F;0001;z1013/Sammlung IGD/igd21a CPM 3;M.FORT06.DAT.z80;00ca140a4f2e8d45d3dc0a1266505a20;N
I;LEIPZIGDOC;3000;3695;0000;z1013/a_ziermann/doc;I.LEIPZIG DOC.z80;52ba3c945e203e3c2a7de7654fed94f1;N
C;ROM-DISC-BILD;0100;0510;0100;z1013/Sammlung IGD/igd09a MC;C.ROM-DISC-BILD.z80;acc670984712a58b84474785b39f9ae9;N
B;ANABOREA;2BC0;6332;0000;z1013/Sammlung IGD/igd12b KC-Basic+ 3;B.ANABOREA.z80;8ea17ed7a61fe50fa42b24677b7db238;N
s;JO10;4000;4529;7FFF;z1013/a_ziermann/nu/joyinit;s.JO10.z80;0946d19f1472c23998fc4fe8177ffceb;N
B;FUNKTIONEN;2BC0;36DF;0300;z1013/Sammlung IGD/igd05b KC-Basic+ 1;B.FUNKTIONEN.z80;31054ccede99ee06b1be937d6b65342b;N
C;KC87MONITOR;D000;DFFF;D000;z1013/a_ziermann/sonst;C.KC87 MONITOR.z80;fca0f0078c3ca3cf1b45e2efd5e67e5b;N
B;C-TEST;2BC0;3167;2BC0;z1013/Tagungskassetten/Tagungskassette Leipzig Mai 1989/b;B.C-TEST.z80;656123a42f39c88f2abffa4535440577;N
I;GR.EDITOR6.03;3000;3BDF;0000;z1013/Sammlung IGD/igd26a Text 5;I.GR.EDITOR 6.03.z80;9bd8c81315e5d62f7ae7905bfcdbd8aa;N
I;64-ZEICHEN-BS;1800;3C89;0000;z1013/Sammlung IGD/igd14b Text 3;I.64-ZEICHEN-BS.z80;7cbf0a90186b103b019379f46e8685bf;N
C;U-BOOT;0200;1FFF;0200;z1013/Sammlung IGD/igd01b Games;C.U-BOOT.z80;8f1b8e68e8f47033f2d120c39527b97f;N
M;ZSID.COM;0100;28FF;0040;z1013/Sammlung IGD/igd02b CPM 1;M.ZSID.COM.z80;e57a4dfb80419ccecf520896495933d2;N
C;ZMON*TXT*;E000;E7FF;E000;z1013/Sammlung IGD/igd28b MC 9;C.ZMONTXT.z80;038694c4dc6c426cabf46fdafac96aa1;N
C;HIS.-PASCAL1.03;0100;4080;0100;z1013/Sammlung IGD/igd11a MC 3;C.HIS.-PASCAL 1.03.z80;3c8850b672939c19b057a46efe74b5d9;N
C;SPEICHERSERVICE;0100;0240;0100;z1013/a_ziermann/lang;C.SPEICHERSERVICE (speicherservice_100).z80;141898c4a1ee664e3b547533fc9f6543;N
b;GESUNDHEIT1;1000;299F;0000;z1013/Sammlung IGD/igd03a TINY 1;b.GESUNDHEIT 1.z80;d4ffe858e7cc3098eaea22a65a98fdf4;N
B;SKEET.B;2BC0;3906;0000;z1013/a_ziermann/unsorted2/unsorted/Reinsberger;B.SKEET.B.z80;e97ecf7baec66f7fbeb56932798128fb;N
s;VIA-LINK;4000;414D;7FFF;z1013/a_ziermann/unsorted1;s.VIA-LINK.z80;2678fc4d227d6d636e65a847426ccaa8;N
C;R-80SPV;4000;5999;4000;z1013/a_ziermann/lang;C.R-80 SPV.z80;bc17088f47634df54341b86f4b5afc76;N
C;MTX0.0TURBO;0100;28FF;0100;z1013/Sammlung IGD/igd06a MC 1;C.MTX 0.0 TURBO.z80;1845d6c0e8bd0f52de82edcf0b3748a8;N
I;PROGRAMMIERUNG;6000;6470;0000;z1013/Sammlung IGD/igd26a Text 5;I.PROGRAMMIERUNG.z80;50bb7ddddcd116d3132caa92b9dd61c8;N
C;HexDump1.021;D600;DFF8;D600;z1013/Sammlung IGD/igd06a MC 1;C.HexDump 1.021.z80;ce85ba825ee19be765223bacb82ac103;N
I;TEXTCED;8000;AAAE;0000;z1013/Sammlung IGD/igd26a Text 5;I.TEXT CED.z80;32f995a554702b59dda0954396c3df60;N
C;1.6TEXT+V.24;E800;EBC0;E800;z1013/Sammlung IGD/igd06b MC 1;C.1.6 TEXT + V.24.z80;533dde5a828ec0b2df992075436fa2e6;N
B;KALKULATION;2BC0;6080;0000;z1013/Sammlung IGD/igd12b KC-Basic+ 3;B.KALKULATION.z80;c48121c1da4f9bb9a7c0d93bd7ab005d;N
T;FORTRAN.DOC;0100;A87F;0168;z1013/Sammlung IGD/igd21a CPM 3;T.FORTRAN.DOC.z80;07a6b276baab25bb409bef2e05fd3da0;N
