typ;name;aadr;eadr;sadr;dir;file;md5;doublette
C;TDL-BASmodif:3;0300;31FF;0300;z1013/Sammlung IGD/igd15b MC 4;C.TDL-BAS modif_3.z80;be2f5b91a997edb2d03ad124913b6dd0;N
C;HEADERSAVE5.95;E000;E3FF;E3EE;z1013/Sammlung IGD/igd07b MC 2;C.HEADERSAVE 5.95.z80;0734f94414cb6095854106dc842db888;N
C;HEADERSAVE5.95;E000;E3FF;E3EE;z1013/Tagungskassetten/m0191 Softwarebörse 1987/a;C.HEADERSAVE 5.95.z80;0734f94414cb6095854106dc842db888;J
C;HEADERSAVE5.95;E000;E3FF;E3EE;z1013/Tagungskassetten/Tagungskassette Jena 1991/a;C.HEADERSAVE 5.95.z80;0734f94414cb6095854106dc842db888;J
b;MONDLANDUNG;1000;248D;0000;z1013/Sammlung IGD/igd04b TINY 2;b.MONDLANDUNG.z80;b5691659a036d35fb589298dce4a5945;N
B;DRUCKKC1;2BC0;36B5;0000;z1013/Sammlung IGD/igd22b KC-BASIC+ 4;B.DRUCKKC1.z80;ac24e490399fbd827e58c74832090315;N
M;MC-HILFE(->B0H);10B0;4FFF;0100;z1013/Sammlung IGD/igd16a MC 5;M.MC-HILFE(-_B0H).z80;7b93614aecde9130f88f11a7c215d59f;N
T;DIENSTEDKL;1800;2DCF;0000;z1013/Sammlung IGD/igd26b Text 5;T.DIENSTE DKL.z80;db083859baba5a9c31c6950970b73e5c;N
C;CENTRONICDRUCK;E800;E870;E810;z1013/a_ziermann/unsorted1;C.CENTRONIC DRUCK.z80;9591403d24f04aaeaac08afae20ea0f9;N
T;AC1<=>Z1013;1800;27FC;CC00;z1013/Tagungskassetten/Tagungskassette Leipzig Nachtagung Nov. 1989/b;T.AC1_=_Z1013.z80;f563d12de5e31dddf982723a15057f25;N
C;SCHACH1.1GRAFI;0100;397F;0100;z1013/Sammlung IGD/igd07a MC 2;C.SCHACH 1.1 GRAFI.z80;afe4b79bdaa209f0679fb3f4b08be0a1;N
T;MICROWOR.I;1800;5462;0000;z1013/a_ziermann/unsorted2/info;T.MICROWOR.I.z80;0feb2bc6d52954b43addabed7d53476b;N
C;LAUFSCHRIFT;0100;2C00;0103;z1013/Sammlung IGD/igd15b MC 4;C.LAUFSCHRIFT.z80;23f061e6ad97afadbf37ad81986136a3;N
I;HINWEISEDISK;3000;51F3;0000;z1013/Sammlung IGD/igd10b Text 1;I.HINWEISE DISK.z80;b919eb031d8076711184901c97386954;N
C;JUMPER;0100;0D20;0100;z1013/Sammlung IGD/igd23b MC 8;C.JUMPER.z80;9696f985469b8d3cca12ff495a51bb17;N
C;MINI-SCP;C800;E2A0;DE00;z1013/Sammlung IGD/igd19a MC 7;C.MINI-SCP.z80;91422264736dc429d25124d4b08a2877;N
B;KFZ-KOSTEN;2BC0;2EDF;0302;z1013/Sammlung IGD/igd22a KC-BASIC+ 4;B.KFZ-KOSTEN.z80;03da305459319c202de6ff80d4cc3d52;N
C;GEDIT1.22;0100;0D9F;0100;z1013/a_ziermann/sonst;C.GEDIT 1.22.z80;3d61ddf8b98d7cd300d64359407dddee;N
C;GEDIT1.22;0100;0D9F;0100;z1013/Sammlung IGD/igd09b MC;C.GEDIT 1.22.z80;3d61ddf8b98d7cd300d64359407dddee;J
B;SPIELAUTOMAT;2BC0;35C4;0302;z1013/Sammlung IGD/igd22a KC-BASIC+ 4;B.SPIELAUTOMAT.z80;db4098b6e85bc073b3ea96061d33f1b3;N
Q;FORM12V.16;3001;3A68;0000;z1013/Sammlung IGD/igd11b MC 3;Q.FORM12V.16.z80;520880cb42682500d979e4cf2b33a80f;N
C;MWORD+ASM+TC1;0100;4455;3000;z1013/Tagungskassetten/Tagungskassette Leipzig Nachtagung Nov. 1989/a;C.MWORD+ASM+TC1.z80;5cf69fd7bd8e61f829d5862cb6ddfef5;N
C;MONS;0100;146F;0100;z1013/Sammlung IGD/igd16a MC 5;C.MONS.z80;ff269fdadb8ec84cd859fa35d25232b2;N
B;SUMERIA;2BC0;3DEC;2BC0;z1013/Sammlung IGD/igd08b KC-Basic+ 2;B.SUMERIA.z80;d520406a075728959f3cb6a605687f4b;N
C;TB-ANALY.C;0100;0540;0100;z1013/a_ziermann/unsorted2/use;C.TB-ANALY.C.z80;d27cbc8fab4e2b1a41e90b0b7f547323;N
B;KSS;03C0;0B5B;0000;z1013/a_ziermann/lang/basic;B.KSS.z80;4bf72a3c9fc7b3f9a49f1cf52173aa42;N
E;LADER5.ROM;0100;087F;0008;z1013/Tagungskassetten/Tagungskassette Jena 1991/b;E.LADER5.ROM.z80;2e01423b786fc2e2458335aa0beeb044;N
B;BILLARD;2BC0;37D7;0000;z1013/Sammlung IGD/igd08a KC-Basic+ 2;B.BILLARD.z80;6f49cbbd22a32e81b30abe8d0ba9fd0a;N
C;CP/ADR423.1.90;0100;35FF;0100;z1013/Sammlung IGD/igd17b MC 6;C.CP_A DR4 23.1.90.z80;99cfb41f82d96f127f2b806995df4bf6;N
T;TDL-BASICDOC;1800;58C9;0000;z1013/Sammlung IGD/igd14a Text 3;T.TDL-BASIC DOC.z80;b7cd246c565bf7789d49d2954e3dde5e;N
C;MONLIST;8000;85FF;8000;z1013/Sammlung IGD/igd11a MC 3;C.MONLIST.z80;1b350ac984b4ea5c3e2cff82fee24d38;N
C;MONLIST;8000;85FF;8000;z1013/Tagungskassetten/Tagungskassette Leipzig Nachtagung Nov. 1989/a;C.MONLIST.z80;1b350ac984b4ea5c3e2cff82fee24d38;J
B;GALGENRATEN;2BC0;3600;0302;z1013/Sammlung IGD/igd22a KC-BASIC+ 4;B.GALGENRATEN.z80;20bf32c9dbe759c49e5e21df01d3cb9a;N
X;SYSTEM-RB-HDISK;1000;1FFF;F000;z1013/Sammlung IGD/igd23b MC 8;X.SYSTEM-RB-HDISK.z80;5633c3f0b57c6ad58fff4657bf2b8e71;N
B;ROSTOCK;2BC0;3C37;0000;z1013/Sammlung IGD/igd08b KC-Basic+ 2;B.ROSTOCK.z80;3905191b5080ab8264b1d1e7eaaf3093;N
C;IRRGARTEN;0200;0BFF;0200;z1013/a_ziermann/games;C.IRRGARTEN.z80;40bfeeb94d1649db2413d231b8d58d79;N
I;Z8-ASM-Kommandos;3000;3593;0000;z1013/Sammlung IGD/igd26a Text 5;I.Z8-ASM-Kommandos.z80;ce2e8fa86be099afba4787f60c1cf459;N
s;JOY7;4000;44FF;7FFF;z1013/a_ziermann/nu/joyinit;s.JOY 7.z80;b6373d7b10af18f2f38005e2c0cfd68e;N
B;CTEST2;2BC0;314A;0000;z1013/Tagungskassetten/Tagungskassette Leipzig Mai 1989/b;B.CTEST2.z80;34e936a8f860c47b3005ba8a2dc31d17;N
s;JO11;4000;4528;7FFF;z1013/a_ziermann/nu/joyinit;s.JO 11.z80;1188771f481a6bbaaf2263d19902392a;N
C;FLUG;0100;0AFF;0100;z1013/Sammlung IGD/igd01b Games;C.FLUG.z80;501ab774c6cff713b87dcecec992b84f;N
B;MUEHLE;2BC0;3C31;0000;z1013/Sammlung IGD/igd05b KC-Basic+ 1;B.MUEHLE.z80;9bdaa4ba6a99ea750434a737af87b0ca;N
B;C-TEST;2BC0;3173;0302;z1013/a_ziermann/lang/basic;B.C-TEST.z80;b942ebf8031fb15cbff23de61f77d8d0;N
C;RIVERRAIDls;0100;3F80;0100;z1013/a_ziermann/games;C.RIVER RAID ls.z80;0dba36437914b7df82d6841759726c6e;N
s;COWBOY.S;4000;5E7D;7FFF;z1013/a_ziermann/unsorted2/Lost&found;s.COWBOY.S.z80;20b3c6b6fc9791a85b141dcde4ef9113;N
B;MONOPOLY;2BC0;5D05;0000;z1013/a_ziermann/games;B.MONOPOLY.z80;c48f111d6f043a5e45b269026288fbb9;N
C;IC-DATEI/268;0100;3277;0108;z1013/Sammlung IGD/igd17a MC 6;C.IC-DATEI_268.z80;8e38a08ddf0261b760a6be73956df31e;N
B;GALOPP;2BC0;3BED;2BC0;z1013/Sammlung IGD/igd12a KC-Basic+ 3;B.GALOPP.z80;1059b197470e82276c8f20bc9e250cc8;N
E;4K-MONK7652;1000;1FFF;0000;z1013/a_ziermann/nu/monitor-rom;E.4K-MON K7652.z80;e36d4024d89db5dc51f15b3f30fa7690;N
E;4K-MONK7652;1000;1FFF;0000;z1013/Tagungskassetten/Tagungskassette Leipzig Mai 1989/a;E.4K-MON K7652.z80;e36d4024d89db5dc51f15b3f30fa7690;J
C;NEWYORK+Joyst.;0100;2A7B;0100;z1013/a_ziermann/games/joy;C.NEW YORK+Joyst..z80;dfaf482610440dbcf44dc6974fdfaebd;N
B;TRIPLETT;2BC0;3D33;0000;z1013/Sammlung IGD/igd08b KC-Basic+ 2;B.TRIPLETT.z80;75f01784ea423050278321fa04821388;N
C;EDITORZURTTY;0100;02F0;0100;z1013/Sammlung IGD/igd07a MC 2;C.EDITOR ZU RTTY.z80;7d1a7515d9a297c5a02b1ddf1f3cf338;N
C;FLIPPER;0100;0EFF;0200;z1013/a_ziermann/games;C.FLIPPER.z80;a06a291e42c2cea2752c0d4041bc3352;N
C;HDISKCOPY1.6;D000;E3FF;D001;z1013/a_ziermann/sonst;C.HDISKCOPY 1.6.z80;c34861d9cfe1c18b5c19d9b7f675bdf4;N
T;LADDER;3000;3A98;0000;z1013/Sammlung IGD/igd10a Text 1;T.LADDER.z80;80b548d22b2e6ba45408ecdff20ffa07;N
C;BC3-V2.PRG;0801;23C5;0D00;z1013/a_ziermann/unsorted2/unsorted/lachetta;C.BC3-V2.PRG.z80;de65768413685a392daf695e213a0d22;N
s;PSE+LINE;4000;45AF;7FFF;z1013/a_ziermann/lang;s.PSE+LINE.z80;7fd46c6590c13ab822bef6119d0afc23;N
B;DATENBAN.B;2BC0;61CE;0000;z1013/a_ziermann/unsorted2/tools;B.DATENBAN.B.z80;7a468697c2a84d696ae83008dff8a1e1;N
C;DISASSEMBLERPLU;3200;3FFF;3200;z1013/Sammlung IGD/igd07a MC 2;C.DISASSEMBLER PLU.z80;fc4a46456fca0e788b5a8aff4a4ca240;N
B;SPIEDI2;2BC0;405C;0000;z1013/Sammlung IGD/igd05a KC-Basic+ 1;B.SPIEDI2.z80;2671ebc0e201423d9987361f78e22c53;N
I;ASSEMBLER5.3;0800;5D65;0000;z1013/a_ziermann/doc;I.ASSEMBLER 5.3.z80;badcedf7a506aac6dccdf77758c2711e;N
C;EDITEX+HEADER;00B6;12FF;00B6;z1013/a_ziermann/sonst;C.EDITEX+HEADER.z80;efcd7ec900625f020c9e902c2dac72bb;N
B;KCBASCOD.B;2BC0;39E8;0000;z1013/a_ziermann/unsorted2/unsorted/lachetta;B.KCBASCOD.B.z80;7477c06749220a507000cc04bed7053a;N
C;2MHz>1MHzS/L;3C00;3FFF;3C00;z1013/a_ziermann/nu;C.2MHz _ 1MHz S_L.z80;69ad4bb0d8d87f6869b10bc441cba29a;N
M;REZ.COM;0100;20FF;0032;z1013/Sammlung IGD/igd02a CPM 1;M.REZ.COM.z80;e37d87f852b80d68e1bf1884b4838b16;N
B;ANABOREA;03C0;38C2;0000;z1013/a_ziermann/lang/basic;B.ANABOREA.z80;563b2ed3fb4e471bf8d717592d3ed568;N
C;INIT-JOYST;EA00;EA46;EA00;z1013/a_ziermann/nu/joyinit;C.INIT-JOYST.z80;2d4f33ff41dc384485401060239e32e6;N
T;RST20.I;1800;2283;0000;z1013/a_ziermann/unsorted2/info;T.RST20.I.z80;566a87bbc6e30d07effc9bbecbbb9b49;N
M;PROLOG.COM;0100;45FF;0069;z1013/Sammlung IGD/igd02b CPM 1;M.PROLOG.COM.z80;9a8f6fb8b1e9bd1a3848967a666b4993;N
I;SUPERCALC.DOC;3000;8A92;0000;z1013/Sammlung IGD/igd30b Text 6;I.SUPERCALC.DOC.z80;70cfea4bf6f907e0a21ccd4dc14373f2;N
B;KONV.7;2BC0;4185;0000;z1013/Sammlung IGD/igd22b KC-BASIC+ 4;B.KONV.7.z80;4ea11efc9aac2eba10bbb0751eb5a5ac;N
T;EPROM.DOK.CCL;3000;3A8A;1C00;z1013/Sammlung IGD/igd10a Text 1;T.EPROM.DOK.CCL.z80;0f59408e28cd91b266c0f9c9911b84f1;N
M;FS-TREIBER;E800;E9FF;0000;z1013/Sammlung IGD/igd09a MC;M.FS-TREIBER.z80;e268e20e0c55c3638cce446248d6b30c;N
T;BES.CHESSY-UNBE;3000;4500;0000;z1013/Sammlung IGD/igd14b Text 3;T.BES.CHESSY-UNBE.z80;806f412ae1405339ad625322bf44a8d3;N
B;PARAVIA.B;03C0;316E;03C0;z1013/a_ziermann/unsorted2/play;B.PARAVIA.B.z80;4aff6bebae2df846ccc096a9bd90d150;N
s;JO13;4000;4547;7FFF;z1013/a_ziermann/nu/joyinit;s.JO13.z80;00ff5398d5e269be3e2c17974df20cd7;N
C;GEDIT2.24;0100;15FF;0100;z1013/a_ziermann/sonst;C.GEDIT 2.24.z80;b2d3a07babf0912e0f0b9e33ec082bcb;N
C;GEDIT2.24;0100;15FF;0100;z1013/Sammlung IGD/igd11a MC 3;C.GEDIT 2.24.z80;b2d3a07babf0912e0f0b9e33ec082bcb;J
B;TRADERS;2BC0;5E32;0000;z1013/Sammlung IGD/igd05a KC-Basic+ 1;B.TRADERS.z80;5fb8eaf654dc259a53d6879847cb6490;N
I;ZAP.COMDOC;3000;3EF9;0000;z1013/Sammlung IGD/igd30b Text 6;I.ZAP.COM DOC.z80;4021ab7bb10f7c392fa3fd150afdaabc;N
C;MAINTAPE4.6;3C00;3FFF;3C00;z1013/a_ziermann/nu;C.MAINTAPE 4.6.z80;953b8433ecac2f26a3471b80ca581029;N
B;SUPERTRUCKER/G&A;2BC0;5D00;0302;z1013/a_ziermann/unsorted1;B.SUPERTRUCKER_G&A.z80;ffbd55110e2c29c39932b43afb6b5105;N
C;Headersoft;E000;EBFF;E3EE;z1013/Sammlung IGD/igd17a MC 6;C.Headersoft.z80;5a5f3d5d6f206045a8932f760473a54b;N
b;*TELELOTTO*1;1000;1689;0000;z1013/Sammlung IGD/igd03b TINY 1;b.TELELOTTO1.z80;4c1d6a60eaf6656a844377c231382651;N
C;REAKTOR(J);0100;09FF;0100;z1013/a_ziermann/games/joy;C.REAKTOR(J).z80;cdda1578e9e6bc5c8c909940fc7c4ab1;N
T;AUTO-START3K;3000;41D6;0000;z1013/Sammlung IGD/igd26a Text 5;T.AUTO-START 3K.z80;049c8d1132796b2d2de84ee9bd385b2c;N
C;IC-DATEI2;00B0;2FDB;0268;z1013/Sammlung IGD/igd17a MC 6;C.IC-DATEI 2.z80;d7d56aac53d28647ee57b9f517a8b43b;N
E;IBM-ZG+DIN;1000;17FF;0000;z1013/a_ziermann/sonst/charset;E.IBM-ZG+DIN.z80;7911c59bc329f7caf67012d75ae3bf69;N
E;IBM-ZG+DIN;1000;17FF;0000;z1013/Tagungskassetten/Tagungskassette Leipzig Nachtagung Nov. 1989/a;E.IBM-ZG+DIN.z80;7911c59bc329f7caf67012d75ae3bf69;J
b;ADRESSEN/TELEFON;1000;2063;FF00;z1013/m0111 Z1013 BASIC;b.ADRESSEN_TELEFON.z80;70a62bc2bb835c92915acd0ec9581986;N
T;TEIL1Z-INFO^;0800;3FF7;0000;z1013/Sammlung IGD/igd13a Text 2;T.TEIL 1 Z-INFO ^.z80;4e7708f917d96db7801ff5e305dd079b;N
s;KC-TAPE.S;4000;5EBD;BFFF;z1013/a_ziermann/unsorted2/tools;s.KC-TAPE.S.z80;5cfe808f968a932c061757958551997e;N
C;WIZARD.C;0100;43FF;0100;z1013/a_ziermann/unsorted2/play;C.WIZARD.C.z80;c4584702d6ca1647283557dc38a0e19d;N
C;GLKWUNSCHKARTE;0100;35B6;0100;z1013/Sammlung IGD/igd09a MC;C.GLKWUNSCHKARTE.z80;1022467ad20f59d8ca89152b50b3c903;N
B;LEB-BILD.B;2BC0;390B;0000;z1013/a_ziermann/unsorted2/unsorted/lachetta;B.LEB-BILD.B.z80;02cf46d6c734f34d55b513f0977bb42a;N
C;CHESS-MASTERH;0100;3460;3450;z1013/a_ziermann/unsorted1;C.CHESS-MASTER H.z80;8b6c03f4c576419eaf608c0bea0929f5;N
I;DVM2/89us./sof;1800;2393;0000;z1013/Sammlung IGD/igd13b Text 2;I.DVM 2_89 us._sof.z80;3b1ad1dec8ddcfc28e397791cdf7bd64;N
 ;DBASEOVR.COM;0100;A37F;0163;z1013/Sammlung IGD/igd27a CPM 5;_.DBASEOVR.COM.z80;f4530808cbca86dfc3a7a3c7bcd20ea8;N
M;SYS.COM;0100;0DFF;0100;z1013/Sammlung IGD/igd21b CPM 3;M.SYS.COM.z80;2053154843809ffb790498fa377610b9;N
T;BASICODE9-16;3000;5CE8;0000;z1013/Sammlung IGD/igd20b Text;T.BASICODE 9-16.z80;216ca2b803a16295d4423c4baabd4b4f;N
b;BREAKOUT;1000;1C51;0000;z1013/Sammlung IGD/igd04a TINY 2;b.BREAKOUT.z80;758e80f1aea535573968d33351782a94;N
T;HARDW.CCJENA;1800;243B;1800;z1013/Tagungskassetten/Tagungskassette Jena 1991/b;T.HARDW. CC JENA.z80;50dfde049c8d23bde94f26162951e94e;N
T;Z1013-Lit.;3000;4AB6;0000;z1013/a_ziermann/unsorted3;T.Z1013-Lit..z80;515920f753dd6dd20a9c0a39dba0470c;N
F;DEBUG2;3400;39FF;0200;z1013/Tagungskassetten/Tagungskassette Leipzig Nachtagung Nov. 1989/a;F.DEBUG 2.z80;7ffe651e26e6c7164ad0d48b89315f63;N
I;HEADER-DISK54;3000;3BE4;0000;z1013/Sammlung IGD/igd20a Text;I.HEADER-DISK 54.z80;6e84a876c115a6a6ad88828a0e2161fa;N
C;THELASTCHANCE1;0100;1B00;0106;z1013/Sammlung IGD/igd01b Games;C.THE LAST CHANCE1.z80;5852913ee470a03e8ad331e568cfa6eb;N
B;STARPLAY;2BC0;3310;0302;z1013/Sammlung IGD/igd22a KC-BASIC+ 4;B.STARPLAY.z80;246cbc3c0fcb2cf0bb2bd29cba8f99e6;N
1;KB-LIST01.10.89;0800;8310;0000;z1013/Sammlung IGD/igd13a Text 2;1.KB-LIST 01.10.89.z80;f740c8106f3d438749e5358e5db2f862;N
I;TU-EDITOR2.4;3000;5C75;0000;z1013/Sammlung IGD/igd14b Text 3;I.TU-EDITOR 2.4.z80;17994ec21bf853b2453b28e9b7fe49e0;N
C;Hramdiskauto18.5;E900;EB92;E900;z1013/a_ziermann/sonst;C.Hramdiskauto18.5.z80;eb92e7a4d08cae54e2d2edbd9e7d2137;N
B;BOX1;2BC0;D1CF;0000;z1013/a_ziermann/games;B.BOX1.z80;8c2e4fe0989a9e4eb9fbf22a0dc545db;N
I;FORTH-DOCWORDST;2300;ABFA;0000;z1013/Sammlung IGD/igd20a Text;I.FORTH-DOC WORDST.z80;1d9b6fd5cd7d33740e05fedfbb271a76;N
M;REDABAS.COM;0100;4DFF;0077;z1013/Sammlung IGD/igd02a CPM 1;M.REDABAS.COM.z80;1fc2472b98228ebfd72e6b9c9c0f5b7d;N
C;MAZOGdeutsch;0400;1FFF;0400;z1013/a_ziermann/games;C.MAZOG deutsch.z80;d7db114fa0eb6b449f160f072faf37c4;N
C;MAZOGdeutsch;0400;1FFF;0400;z1013/Sammlung IGD/igd17a MC 6;C.MAZOG deutsch.z80;d7db114fa0eb6b449f160f072faf37c4;J
C;MAZOGdeutsch;0400;1FFF;0400;z1013/Tagungskassetten/Tagungskassette Leipzig Mai 1989/a;C.MAZOG deutsch.z80;d7db114fa0eb6b449f160f072faf37c4;J
B;KATZMAUS;2BC0;38BA;0000;z1013/Sammlung IGD/igd08b KC-Basic+ 2;B.KATZMAUS.z80;53be2e832d5fc69dcdd7cc134732b448;N
I;ED81V2.2;3000;494A;0000;z1013/Sammlung IGD/igd14a Text 3;I.ED81  V2.2.z80;77d31ee50fcde01702661da1f9979432;N
C;SCP1.211.6624;C800;E700;DE00;z1013/Sammlung IGD/igd11a MC 3;C.SCP 1.21 1.6 624.z80;eedb2b6c228d6c1d8102e8cd976ac6bc;N
b;4GEWINNT;1000;238F;0000;z1013/Sammlung IGD/igd04b TINY 2;b.4GEWINNT.z80;6be46c5ad56610f39091a8980eed8ff2;N
B;TATUM;2BC0;A809;0000;z1013/Tagungskassetten/m0191 Softwarebörse 1987/a;B.TATUM.z80;862b10d19390270118f8bd5b471f8d91;N
B;FARBKODE;2BC0;3260;0302;z1013/Sammlung IGD/igd08a KC-Basic+ 2;B.FARBKODE.z80;6bf4ee56ce7f1f66db0eb225a0a9de4c;N
T;AC1.I;1800;27FC;CC00;z1013/a_ziermann/unsorted2/info;T.AC1.I.z80;08860956367f09d7b68ccacb0069006a;N
T;HEADER-M.I;0800;1250;0000;z1013/a_ziermann/unsorted2/info;T.HEADER-M.I.z80;ee00b04706050bc92aaca81d6998acc0;N
C;OEL;0200;8D2C;0302;z1013/Sammlung IGD/igd06a MC 1;C.OEL.z80;7fc698c87de6c5e0ddedc8abf103e8e9;N
C;4kMONITOR;0FF0;1FFF;0FF0;z1013/a_ziermann/nu/monitor-rom;C.4k MONITOR.z80;5669652654c26960f0d9db3c40823b2a;N
I;HEADERSAVE;3000;6117;0000;z1013/Tagungskassetten/Tagungskassette Leipzig Mai 1989/b;I.HEADERSAVE.z80;743e8e670af333d9590ef1a09b3d9ce8;N
B;C-TEST;2BC0;3167;0300;z1013/Sammlung IGD/igd08b KC-Basic+ 2;B.C-TEST.z80;a2722c5bc18a3a2b1d57122aa7f14678;N
M;S3004FT->E400;1400;1A90;0000;z1013/Sammlung IGD/igd09a MC;M.S3004 FT -_E400.z80;83f6552a069c3038d468073bf41b2981;N
C;GHOST+VOICE;0100;2000;0200;z1013/a_ziermann/games;C.GHOST+VOICE.z80;ed03e28de64212935a602ffbafa6ce01;N
M;INIT800.MAC;0100;1B9F;0100;z1013/Sammlung IGD/igd24a CPM 4;M.INIT800.MAC.z80;78d26ed99ccdd0f0a0ce611c32a0d0e7;N
M;CENTRONICs;E800;E84F;0000;z1013/Sammlung IGD/igd09b MC;M.CENTRONICs.z80;c2a11292d1c583d4cd24cbe6e442ab15;N
I;DEBUGGERDOC;1A00;204F;0000;z1013/Tagungskassetten/Tagungskassette Leipzig Nachtagung Nov. 1989/b;I.DEBUGGER DOC.z80;1825cdf6bc9950c41663675a9a566fed;N
b;INVENTUR1;1000;242A;0000;z1013/Sammlung IGD/igd03b TINY 1;b.INVENTUR 1.z80;8322213c1874bcc45bdfcb8177506391;N
M;KP.COM;0100;61FF;0100;z1013/Sammlung IGD/igd21b CPM 3;M.KP.COM.z80;7c8b4b8052dd2266dd93b66283194b84;N
I;SCHLANGE;3000;3552;0000;z1013/Sammlung IGD/igd10a Text 1;I.SCHLANGE.z80;70a1fd3db5b7a1a8380e37f328b398aa;N
C;HexDump1.01;D700;DFFD;D700;z1013/Sammlung IGD/igd06a MC 1;C.HexDump 1.01.z80;7e35e470f31c27f647bbc9e34dcbe678;N
I;ASM.COMDOC5B;3000;ADF7;0000;z1013/Sammlung IGD/igd30a Text 6;I.ASM.COM DOC5B.z80;ed045387839b4ff9f126ccfc00ccf5af;N
C;HASE&WOLF;0100;2760;0100;z1013/Tagungskassetten/Tagungskassette Jena 1991/a;C.HASE & WOLF.z80;f5d263b38a47cafc85671f21b80162e8;N
B;HIRNVERWINDER;2BC0;3B15;0302;z1013/Sammlung IGD/igd12b KC-Basic+ 3;B.HIRNVERWINDER.z80;df340a3533cf616cbafc84825a16538c;N
T;HEADERSA.I;0800;11A8;0000;z1013/a_ziermann/unsorted2/info;T.HEADERSA.I.z80;19f19e01d2c2b804535a392812b28fea;N
T;4K-MONVP3;1800;2B16;0000;z1013/Tagungskassetten/Tagungskassette Jena 1991/b;T.4K-MON VP 3.z80;844cc08b3b276800d9132f139bf995c6;N
C;TDLBASIC;0300;3400;0300;z1013/Sammlung IGD/igd09a MC;C.TDL BASIC.z80;dfd8262f2f868029f246a91d4e37dfe1;N
C;TDLBASIC;0300;3400;0300;z1013/Sammlung IGD/igd19b MC 7;C.TDL BASIC.z80;dfd8262f2f868029f246a91d4e37dfe1;J
B;BOERSE;2BC0;5BB5;0000;z1013/a_ziermann/unsorted3;B.BOERSE.z80;9c8b0537f1157be43294ced813ffe94e;N
M;SYSAS80.OVR;0100;20FF;0100;z1013/Sammlung IGD/igd21b CPM 3;M.SYSAS80.OVR.z80;d7f67b20f2f007f79296ab41b3415f5c;N
B;WUESTE;2BC0;63C1;0000;z1013/a_ziermann/games;B.WUESTE.z80;9dcef5fe60cf4db71d2443614f283425;N
M;INI624.COM;0100;051F;0100;z1013/Sammlung IGD/igd24a CPM 4;M.INI624.COM.z80;0f76625c182557d245088fdfd4f0b7b4;N
B;TATUM.B;2BC0;A809;0000;z1013/a_ziermann/unsorted2/play;B.TATUM.B.z80;6605c6134ee9c0d32897d1452e849d6b;N
C;rom-basic;C000;EBFF;C200;z1013/Sammlung IGD/igd09b MC;C.rom-basic.z80;cf1129d2bc9c4c1ade2d4832cab91e60;N
C;rom-basic;C000;EBFF;C200;z1013/Sammlung IGD/igd23a MC 8;C.rom-basic.z80;cf1129d2bc9c4c1ade2d4832cab91e60;J
B;FKT-3D.B;2BC0;3880;0000;z1013/a_ziermann/unsorted2/unsorted/lachetta;B.FKT-3D.B.z80;d3314fc76cd0e02bf14505a128e017ea;N
C;AUTO/LABY(900);0100;14B0;0800;z1013/a_ziermann/unsorted1;C.AUTO_LABY(900).z80;c40265d800258191e9e1cf0ada98aa69;N
C;KNOSSOST[b];0100;24FF;0103;z1013/a_ziermann/games;C.KNOSSOST [b].z80;2b8c35a70cf352130c5c5f94fd774796;N
C;GENRAMBUG;0100;0140;0000;z1013/Sammlung IGD/igd16a MC 5;C.GEN RAMBUG.z80;4662fbf88bc4bcf09e3a046858b13ccf;N
M;RDBASINS.COM;0100;35FF;0053;z1013/Sammlung IGD/igd02a CPM 1;M.RDBASINS.COM.z80;eb05386a9ee156cf62d047e9ccc08b86;N
I;KC-SAVE/LOAD;0800;1436;0000;z1013/Tagungskassetten/Tagungskassette Leipzig Nachtagung Nov. 1989/b;I.KC-SAVE_LOAD.z80;9085f5ad642975e3b295a6331731b56d;N
T;Z1013-SURLV5.0;3000;5A92;0000;z1013/Sammlung IGD/igd10a Text 1;T.Z1013-SURL V5.0.z80;0607784f78eb5ff2a192c80beeece748;N
C;UNI-COPY4.2+;D000;DFFF;D000;z1013/Sammlung IGD/igd11b MC 3;C.UNI-COPY 4.2+.z80;530f17741b4777358f591a82a41254be;N
s;VIA-LINK3;4000;4166;7FFF;z1013/a_ziermann/unsorted1;s.VIA-LINK3.z80;6131b444cdb6aa0590561da48535ce5f;N
M;TURBO.OVR;0100;05FF;0005;z1013/Sammlung IGD/igd18a CPM 2;M.TURBO.OVR.z80;ca125a2f4900e4d9d2a410d52ab41d0f;N
b;MEMORY1;1000;1E8E;0000;z1013/Sammlung IGD/igd03a TINY 1;b.MEMORY 1.z80;fcdd458f3fc87de4ca13d551fae51e97;N
i;POWER*.COM;1800;42BF;0000;z1013/Sammlung IGD/igd30b Text 6;i.POWER.COM.z80;c872e7102e8ad60e93e7d8b025b3a93c;N
B;Wuerfellabyrinth;2BC0;5800;0000;z1013/a_ziermann/unsorted1;B.Wuerfellabyrinth.z80;843ef538215b4a7ae2ad95f5aa698ff6;N
C;RFLOPY-TEST;B000;B0FF;B000;z1013/Sammlung IGD/igd19b MC 7;C.RFLOPY-TEST.z80;57e5af6f306c5cdec931521cb3631d02;N
B;GAUSS;2BC0;3783;0000;z1013/Sammlung IGD/igd08a KC-Basic+ 2;B.GAUSS.z80;1dbd27e3c719f45410d880f3ad69a515;N
